"id","question","answer_a","answer_b","answer_c","correct","media","points","category"
"4089","Które hamulce są wykorzystane do łagodnego zatrzymania tramwaju na przystanku?","Wszystkie rodzaje hamulców.","Hamulec elektrodynamiczny i w końcowej fazie hamulec postojowy.","Hamulec szynowy i hamulec elektrodynamiczny.","B","","1","PT"
"4090","Jaki skutek może spowodować łuk elektryczny powstający przy przejeżdżaniu przez izolator z załączoną jazdą?","Spadek napięcia baterii.","Uszkodzenie pantografu (odbieraka).","Uszkodzenie odgromnika.","B","","1","PT"
"4091","Kiedy motorniczy ma obowiązek dostosowania prędkości do warunków na drodze?","Zawsze.","Nie ma takiego obowiązku.","Tylko w okolicach przejść dla pieszych.","A","","1","PT"
"4092","Co motorniczy powinien zrobić, gdy po wejściu pasażerów nie chcą się zamknąć drzwi i konieczna jest ich fachowa naprawa?","Poprosić wszystkich pasażerów o wyjście i pustym tramwajem wrócić do zajezdni.","Rozpocząć jazdę z otwartymi drzwiami, uprzedzając pasażerów o możliwych niedogodnościach.","Wyłączyć blokadę jazdy i kontynuować jazdę z pasażerami.","A","","1","PT"
"4093","Co powinien zrobić motorniczy dojeżdżając do zanieczyszczonej zwrotnicy?","Jechać dalej nie zwracając uwagi na stan zanieczyszczenia.","Zatrzymać się i oczyścić zwrotnicę przed najechaniem na nią.","Wezwać służby oczyszczania miasta.","B","","1","PT"
"4094","Co powinien zrobić motorniczy po ruszeniu tramwajem?","Wielokrotnie załączać jazdę, aż do osiągnięcia pożądanej prędkości.","Rozpędzić tramwaj do pożądanej prędkości i jak najdłużej jechać na wybiegu.","Puścić czuwak.","B","","1","PT"
"4096","W jaki sposób motorniczy powinien przejeżdżać pod izolatorami sekcyjnymi umieszczonymi na sieci trakcyjnej?","Zawsze na rozruchu, gdyż inaczej tramwaj zatrzyma się pod izolatorem z powodu braku prądu.","Na wybiegu lub na hamowaniu.","Zawsze na hamowaniu, gdyż wtedy tramwaj poprzez izolator oddaje prąd do sieci trakcyjnej.","B","","1","PT"
"4097","Co spowoduje wciśnięcie czuwaka podczas postoju tramwaju?","Opadnięcie hamulców szynowych.","Umożliwienie rozruchu tramwaju.","Włączenie oświetlenia tramwaju.","B","","1","PT"
"4098","Jaka jest maksymalna dopuszczalna prędkość tramwaju na obszarze zabudowanym w godzinach 5:00 - 23:00 (jeżeli znaki drogowe nie wskazują inaczej)?","60 km/h","50 km/h","55 km/h","B","","1","PT"
"4099","Z czym powinien liczyć się motorniczy holując uszkodzony tramwaj?","Ze zwiększonym prawdopodobieństwem wykolejenia tramwaju na ostrym łuku.","Z wydłużeniem drogi hamowania.","Ze skróceniem drogi hamowania.","B","","1","PT"
"4101","Czy zmniejszenie prędkości tramwaju podczas przejeżdżania przez zwrotnicę jest konieczne?","Tak, jest konieczne tylko na zwrotnicach eksploatowanych jednostronnie, oznakowanych znakiem BT-4 ""Z-Stop"".","Tak, jest obowiązkowe.","Nie, nie jest obowiązkowe, gdy mogłoby to spowodować opóźnienie zjazdu ze skrzyżowania.","B","","1","PT"
"4104","Na jakim odcinku obowiązuje ograniczenie prędkości wynikające z tego znaku?","Do najbliższego przystanku tramwajowego.","Do najbliższego słupa trakcyjnego.","Do najbliższego skrzyżowania (rozwidlenia) torów.","C","184TRAM3org.jpg","1","PT"
"4105","Na jakim odcinku obowiązuje ograniczenie prędkości wynikające z tego znaku?","Do najbliższego skrzyżowania dróg bez torowiska.","Do miejsca ustawienia znaku odwołującego.","Do najbliższego przystanku tramwajowego.","B","184TRAM3org.jpg","1","PT"
"4106","Jak powinien zachować się motorniczy na odcinku za widocznym znakiem zakazu?","Może jechać z prędkością o 10 km/h większą od wartości wskazanej na znaku.","Powinien jechać z prędkością nie większą niż wartość wskazana na znaku.","Może jechać z prędkością dowolną, jeśli na torze nie ma żadnych przeszkód.","B","184TRAM3org.jpg","1","PT"
"4107","Jaki skutek wywoła użycie piasecznic podczas rozruchu na śliskich szynach?","Ułatwi rozruch - zmniejszy poślizg kół.","Utrudni rozruch.","Nie wpłynie na rozruch.","A","","1","PT"
"4108","W którego rodzaju gaśnicę powinien być wyposażony tramwaj?","Pianową.","Wodną.","Śniegową lub proszkową.","C","","1","PT"
"4109","Czy jazda tramwajem bez osłony sprzęgów międzywagonowych od strony drzwi pasażerskich jest dozwolona?","Jest zabroniona.","Jest dozwolona w każdym przypadku.","Jest dozwolona, o ile na sprzęgach znajduje się oznaczenie informujące o zakazie wchodzenia między wagony.","C","","1","PT"
"4110","W której sytuacji powinieneś używać świateł awaryjnych, jeżeli tramwaj jest w nie wyposażony?","Do podziękowania za udzielenie pierwszeństwa.","W czasie każdego postoju na przystanku zlokalizowanym na jezdni (nie wydzielonym).","Do sygnalizowania obecności tramwaju unieruchomionego z powodu uszkodzenia.","C","","1","PT"
"4111","W którym przypadku masz prawo wyjechać z zajezdni tramwajem z uszkodzonym zewnętrznym dzwonkiem ostrzegawczym?","Jeżeli będzie jeździć tylko w ciagu dnia.","W żadnym wypadku.","Jeśli usterka odnotowana jest w dokumentach tramwaju poświadczonych przez obsługę techniczną.","B","","1","PT"
"4112","Które hamulce pełnią w tramwaju funkcję awaryjnych?","Hamulce elektrodynamiczne.","Hamulce szczękowe.","Hamulce szynowe.","C","","1","PT"
"4113","Do czego służy obwód blokady jazdy (""zielona linia"")?","Nie zezwala na wjazd tramwaju na tor zajęty przez tramwaj jadący z przeciwka.","Uniemożliwia jazdę tramwaju z otwartymi (niedomkniętymi) drzwiami.","Zezwala pasażerom na otwarcie drzwi przed zatrzymaniem tramwaju.","B","","1","PT"
"4114","Jaki skutek wywoła użycie piasecznic podczas hamowania na śliskich szynach?","Wydłuży drogę hamowania.","Skróci drogę hamowania - zmniejszy poślizg kół.","Nie wpłynie na drogę hamowania.","B","","1","PT"
"4115","W jaki sposób motorniczy może regulować siłę hamowania hamulców szynowych?","Tylko w ograniczonym zakresie.","W każdym zakresie.","Nie ma wpływu na regulowanie siły hamowania tych hamulców.","C","","1","PT"
"4117","Jaki powinien być odstęp od poprzedzającego tramwaju podczas jazdy?","Wynosić minimum 10m.","Wynosić tyle, aby możliwe było bezkolizyjne zatrzymanie pojazdu.","Jest regulowany wewnętrznymi przepisami przedsiębiorstwa.","B","","1","PT"
"4118","Które z wymienionych hamulców zostaną uruchomione, jeżeli puścisz czuwak podczas jazdy?","Wyłącznie hamulce szynowe.","Włącznie hamulce szczękowe.","Hamowanie awaryjne (hamulce: szynowy, szczękowy i minimalnie elektrodynamiczny).","C","","1","PT"
"4119","Jak należy się zachować wjeżdżając na przystanek?","Hamować szybko i gwałtownie.","Hamować płynnie i zdecydowanie.","Hamować wykorzystując jednocześnie wszystkie 3 rodzaje hamulców.","B","","1","PT"
"4120","W jaki sposób należy hamować po wyprowadzeniu tramwaju z poślizgu?","Z mniejszą siłą, tak aby nie dopuścić do kolejnego zablokowania kół.","Zwalniając czuwak.","Za pomocą przeciwprądu, po uprzednim przestawieniu nawrotnika jazdy na jazdę do tyłu.","A","","1","PT"
"4121","Co powinieneś założyć ustalając odstęp od poprzedzającego tramwaju?","że kierujący nim może gwałtownie zahamować.","że kierujący nim nie będzie gwałtownie hamował, ponieważ wiezie pasażerów.","że kierujący nim nie będzie gwałtownie hamował, ponieważ widzi w lusterku tramwaj jadący za nim.","A","","1","PT"
"4122","Od czego może zależeć bezpieczny odstęp od poprzedzającego tramwaju?","Od czasu przejazdu zawartego w rozkładzie jazdy.","Od aktualnych warunków atmosferycznych.","Od liczby przystanków na danej trasie.","B","","1","PT"
"4123","Do czego powinna być dostosowana w szczególności prędkość tramwaju, od której zależy możliwość bezpiecznego zatrzymania się?","Od stanu torowiska i widoczności drogi.","Od mocy i liczby silników tramwaju.","Od liczby równoległych torów.","A","","1","PT"
"4124","Jak powinieneś zachować się, gdy kierując tramwajem, zbliżasz się do kałuży znajdującej się na torowisku?","Przejechać z jak największą prędkością.","Przejechać z jak najmniejszą prędkością.","Zatrzymać tramwaj przed każdą kałużą.","B","","1","PT"
"4125","Jaki skutek wywołuje zalegająca na torach substancja, która powstała z wilgotnych liści?","Zmniejsza możliwość wystąpienia poślizgu.","Nie ma żadnego wpływu na możliwość wystąpienia poślizgu.","Zwiększa możliwość wystąpienia poślizgu.","C","","1","PT"
"4126","Jaki wpływ na zachowanie tramwaju ma obecność liści na torowisku?","Nie ma wpływu na przyczepność.","Zmniejsza przyczepność.","Zwiększa przyczepność.","B","","1","PT"
"4127","Jaki wpływ na stan torowiska ma początkowa faza opadów?","Powoduje poprawienie przyczepności między kołami a szynami.","Stwarza zagrożenie poślizgu podczas rozruchu i hamowania.","Nie ma żadnego wpływu na jazdę tramwajem.","B","","1","PT"
"4128","Kiedy opady deszczu mają największy wpływ na rozruch i hamowanie tramwaju?","W początkowej fazie.","Kiedy długotrwały deszcz przechodzi w stan mżawki.","W końcowej fazie.","A","","1","PT"
"4129","Co zwiększa ryzyko wystąpienia poślizgu tramwaju?","Nagrzanie szyn przez słońce.","Oddziaływanie piasku i kurzu pokrywających szyny.","Zaleganie mokrych liści na torowisku.","C","","1","PT"
"4130","W której porze roku warunki do jazdy tramwajem są najtrudniejsze?","Wiosną.","Zimą.","Jesienią.","C","","1","PT"
"4131","Jak powienien zachować się motorniczy, jeżeli główki szyn są zalane wodą na znaczynym odcinku?","Zatrzymać tramwaj.","Przejechać z małą prędkością.","Przejechać z dużą prędkością.","A","","1","PT"
"4132","Jak powienien zachować się motorniczy, jeśli zauważy kamienie w rowkach szyn?","Przejechać z maksymalną prędkością, aby kamienie zostały odrzucone na boki.","Przejechać powoli, gdyż mała prędkość zapewnia, że tramwaj nie wykolei się.","Usunąć je przed przejechaniem takiego odcinka torów.","C","","1","PT"
"4136","W jaki sposób powinno być ustawione wewnętrzne lusterko w tramwaju?","Aby widzieć tylko przestrzeń kabiny motorniczego.","Aby widzieć przestrzeń wagonu w pobliżu drzwi.","Aby widzieć obrys pojazdu.","B","","1","PT"
"4138","W jakiej sytuacji motorniczy może rozpocząć jazdę, jeśli pasażerowie nie odsunęli się od krawędzi przystanku?","Jeśli ma opóźnienie względem rozkładu jazdy.","Pod warunkiem zachowania szczególnej ostrożności.","Wyłącznie wtedy, kiedy pasażerowie odsuną się na bezpieczną odległość.","B","","1","PT"
"4141","Kiedy motorniczy może zwiększyć prędkość pokonując łuk drogi?","Przy wejściu w łuk.","Kiedy ostatni wagon opuści łuk.","Przy wyjściu z łuku pierwszego wagonu.","B","","1","PT"
"4142","Co w tej sytuacji powinien zrobić motorniczy, bezpośrednio po zatrzymaniu tramwaju na przystanku?","Upewnić się w prawym lusterku zewnętrznym, czy pojazdy na jezdni zatrzymały się.","Włączyć prawy kierunkowskaz, aby zasygnalizować postój.","Natychmiast otworzyć drzwi i obserwować ruch pasażerów.","A","184.2org.jpg","1","PT"
"4143","W jakiej sytuacji, podczas jazdy, motorniczemu wolno wyłączyć blokadę jazdy?","Na żądanie pasażera.","Przy dużym napełnieniu wagonu.","W każdej sytuacji jest zabronione.","C","","1","PT"
"4144","W który z wymienionych systemów hamowania powinien być wyposażony każdy tramwaj liniowy?","Sieciowy.","Roboczy.","Ręczny.","B","","1","PT"
"4145","Co należy sprawdzić w pierwszej kolejności jeśli po załączeniu jazdy tramwaj nie rusza?","Napięcie przetwornicy.","Ustawienie nawrotnika kierunku.","Sygnalizację zamknięcia drzwi.","C","","1","PT"
"4146","Jakie napięcie powienien wskazywać woltomierz po włączeniu baterii?","Nie mniejsze niż 38 V.","Mniejsze niż wartość określona dla danego typu tramwaju.","Większe niż wartość określona dla danego typu tramwaju.","C","","1","PT"
"4147","Co powienien zrobić motorniczy, jeśli po załączeniu jazdy nie nastąpi odhamowanie hamulców szczękowych?","Kontynuować jazdę bez podejmowania żadnych działań.","Odpiąć luzowniki.","Wezwać nadzór ruchu, bo nie jest to możliwe bez specjalistycznych narzędzi.","B","","1","PT"
"4148","Jaki skutek wywołuje wciśnięcie pedału lub wychylenie dźwigni hamulca elektordynamicznego ""za ogranicznik""?","Włączenie się hamulców szynowych.","Zwiększenie efektywności działania hamulców elektrodynamicznych.","Uszkodzenie układu hamulcowego.","A","","1","PT"
"4149","Czym najczęściej spowodowany jest zanik rozruchu?","Brakiem zasilania tramwaju (np. zanik w sieci lub zatrzymanie tramwaju ""na izolatorze"").","Uszkodzeniem oświetlenia wewnętrznego wagonu.","Czynnikami atmosferycznymi.","A","","1","PT"
"4160","Która z tych czynności zwiększy bezpieczeństwo jazdy, gdy kierujesz samochodem osobowym podczas mgły ograniczającej widoczność do 40 metrów?","Włączenie świateł drogowych.","Zmniejszenie odstępu od poprzedzającego pojazdu.","Włączenie świateł przeciwmgłowych tylnych.","C","","1","B"
"4167","Co zrobisz, by zmniejszyć efekt wewnętrznego zaparowania przedniej szyby podczas jazdy w deszczu?","Włączę wycieraczkę przedniej szyby.","Włączę klimatyzację z nadmuchem powietrza na przednią szybę.","Skieruję nadmuch powietrza na nogi.","B","","1","PT"
"4169","Jak motorniczy powinien ustawić  prawe zewnętrzne lusterko?","Aby widać było cały peron i pasażerów.","Aby był widoczny bok tramwaju oraz przestrzeń za pojazdem.","Może je złożyć, ponieważ podczas jazdy nie jest przydatne.","B","","1","PT"
"4170","Z jaką dopuszczalną prędkością możesz jechać w strefie zamieszkania?","40 km/h","30 km/h","20 km/h","C","","1","PT"
"4233","Jak powinieneś zachować się, aby jechać z prędkością bezpieczną?","Utrzymywać prędkość zapewniającą uniknięcie najechania na poprzedzający pojazd.","Stosować się wyłącznie do znaków drogowych ograniczających prędkość.","Stosować się wyłącznie do zasady obowiązującej na obszarze zabudowanym.","A","","1","PT"
"4362","Jakie jest ryzyko poślizgu pojazdu podczas jazdy w czasie deszczu?","Największe w początkowej fazie deszczu.","Najmniejsze w początkowej fazie deszczu.","Największe w końcowej fazie deszczu.","A","","1","B,B1"
"4364","Jaki wpływ ma prędkość jazdy na kąt widzenia kierującego samochodem osobowym?","Wraz ze wzrostem prędkości kąt widzenia zawęża się.","Wraz ze wzrostem prędkości kąt widzenia rozszerza się.","Nie ma żadnego wpływu.","A","","1","B"
"4367","Który z wymienionych czynników może ograniczyć pole widzenia kierującego samochodem osobowym?","Używanie klimatyzacji podczas opadów deszczu.","Lusterko wewnętrzne.","Oślepiające światła innych pojazdów jadących z przeciwka.","C","","1","B"
"4368","Który z wymienionych czynników może ograniczyć pole widzenia kierującego samochodem osobowym podczas jazdy nocą?","Zmniejszona prędkość.","Uszkodzony system ABS.","Niewłaściwie ustawione światła.","C","","1","B"
"4369","Który z wymienionych czynników ma wpływ na ograniczenie pola widzenia kierującego samochodem osobowym?","Mruganie oczami w czasie przerwy w jeździe.","15 minut odpoczynku po dwugodzinnej jeździe.","Kierowanie pojazdem w stanie nietrzeźwości.","C","","1","B"
"4370","Który z wymienionych czynników może powodować ograniczenie pola widzenia kierującego samochodem osobowym?","Zbyt nisko lub zbyt wysoko ustawiony fotel kierującego.","15 minut odpoczynku po dwugodzinnej jeździe.","Okulary przeciwsłoneczne używane w słoneczny dzień.","A","","1","B"
"4371","Jaki wpływ ma prędkość jazdy na kąt widzenia kierującego samochodem osobowym?","Wraz ze wzrostem prędkości kąt widzenia jest większy.","Wraz ze wzrostem prędkości kąt widzenia jest mniejszy.","Nie ma żadnego wpływu.","B","","1","B"
"4372","Jedziesz z prędkością 80 km/h. Jaka pozycja początkowa zapewni Ci optymalny tor jazdy po zakręcie?","Na środku drogi, z częściowym przekroczeniem widocznej linii.","Przy linii rozdzielającej pasy ruchu - na prawej połowie jezdni.","Przy prawej krawędzi jezdni.","B","IMG_0027orgbm.jpg","1","B,B1"
